"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"18719","La política es tan complicada que no se entiende","Soltero","Masculino",76,"Baja","No","5","4","5","3","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18720","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",50,"Media","No","10 Totalmente democrático","01 No es democrático","6","2","Está progresando","Mucho mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18721","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",29,"Media","Sí","8","5","5","NS/NR","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18722","La política es tan complicada que no se entiende","Soltero","Femenino",32,"Media baja","Sí","8","6","6","7","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18723","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",28,"Media baja","No","7","5","6","3","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18724","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",48,"Media baja","Sí","9","4","6","5","Está progresando","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18725","La política no es tan complicada y se entiende","Soltero","Masculino",27,"NS/NR","Sí","9","5","6","00 Izquierda","Está progresando","Un poco peor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18726","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",61,"Media","Sí","7","6","7","4","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18727","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",32,"Media","Sí","8","8","8","5","Está progresando","Un poco mejor","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18728","La política no es tan complicada y se entiende","Soltero","Femenino",34,"Media","Sí","NS/NR","NS/NR","NS/NR","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18729","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",68,"NS/NR","No","10 Totalmente democrático","5","8","10 Derecha","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18730","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",65,"Media","Sí","7","4","5","5","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18731","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",32,"Media","Sí","6","4","5","7","Está progresando","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18732","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",31,"Media","Sí","7","5","6","5","Está estancado","Igual","Poco","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18733","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",55,"Media","No","6","5","5","5","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18734","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",42,"Media","Sí","7","5","6","5","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18735","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",56,"Media baja","No","7","5","5","NS/NR","Está progresando","Un poco mejor","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18736","La política es tan complicada que no se entiende","NS/NR","Masculino",23,"Media","No","7","6","5","NS/NR","Está estancado","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18737","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",28,"Media baja","No","7","5","6","1","Está progresando","Igual","Poco","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18738","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",34,"Media","Sí","7","6","6","7","Está progresando","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18739","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",66,"Media","Sí","7","6","6","7","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18740","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",74,"Media","No","8","NS/NR","NS/NR","8","Está estancado","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18741","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",54,"Media","No","8","NS/NR","NS/NR","7","Está progresando","Igual","NS/NR","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18742","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",63,"Media","No","9","NS/NR","NS/NR","2","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18743","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",63,"Media baja","No","8","NS/NR","NS/NR","9","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18744","La política no es tan complicada y se entiende","Soltero","Masculino",42,"Media","Sí","5","5","5","8","Está estancado","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18745","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",58,"Media","No","NS/NR","NS/NR","NS/NR","3","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18746","La política no es tan complicada y se entiende","Soltero","Masculino",30,"Media","No","7","7","5","9","Está progresando","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18747","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",44,"Media","No","7","NS/NR","NS/NR","NS/NR","Está en retroceso","Igual","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18748","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",41,"Media","Sí","10 Totalmente democrático","5","10 Totalmente democrático","2","Está progresando","Igual","Poco","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18749","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",46,"Media","Sí","8","5","5","2","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18750","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",39,"Media","No","9","5","6","3","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18751","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",73,"Media baja","No","01 No es democrático","01 No es democrático","3","NS/NR","Está estancado","Mucho peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18752","La política es tan complicada que no se entiende","Soltero","Femenino",18,"Media","Sí","5","5","4","NS/NR","NS/NR","NS/NR","Poco","Buena","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18753","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",49,"Media","Sí","8","5","5","5","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18754","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",64,"Media","Sí","8","5","8","10 Derecha","NS/NR","Igual","Poco","Buena","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18755","La política no es tan complicada y se entiende","Soltero","Femenino",64,"Media","Sí","10 Totalmente democrático","4","5","1","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18757","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",36,"Media","Sí","10 Totalmente democrático","10 Totalmente democrático","8","10 Derecha","Está progresando","Igual","Bastante","NS/NR","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18758","La política no es tan complicada y se entiende","Soltero","Masculino",33,"Media","Sí","10 Totalmente democrático","7","7","1","Está progresando","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18759","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",40,"Media","Sí","8","7","7","2","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18760","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",51,"Media","Sí","9","7","6","2","Está progresando","Mucho mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18761","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",79,"Media","No","8","7","7","5","NS/NR","Igual","Poco","Regular","Injusta","NS/NR","Uruguay"
"18762","La política no es tan complicada y se entiende","Soltero","Masculino",18,"Media","Sí","8","7","7","2","Está progresando","Un poco mejor","NS/NR","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18763","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",25,"Media","No","8","7","7","3","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18764","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",41,"Media baja","No","8","7","8","7","Está estancado","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18765","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",42,"Media baja","Sí","8","7","6","6","Está estancado","Un poco mejor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18766","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",40,"Media baja","Sí","8","7","6","6","Está en retroceso","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18767","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",53,"Media baja","No","8","7","6","3","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18768","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",81,"Baja","Sí","7","7","NS/NR","6","Está estancado","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18769","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",58,"Media baja","No","8","6","6","7","Está estancado","Un poco peor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18770","La política no es tan complicada y se entiende","Soltero","Femenino",39,"Media baja","No","8","7","6","2","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18771","La política es tan complicada que no se entiende","Soltero","Masculino",24,"Media","No","8","8","NS/NR","2","Está progresando","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18772","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",46,"Media baja","No","10 Totalmente democrático","NS/NR","NS/NR","NS/NR","Está estancado","Igual","Bastante","Mala","Injusta","NS/NR","Uruguay"
"18773","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",27,"Media","No","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","5","Está progresando","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18774","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",25,"Media","Sí","8","8","NS/NR","5","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18775","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",63,"Media baja","No","8","10 Totalmente democrático","7","5","Está estancado","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18776","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",46,"Media baja","No","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","1","Está estancado","Un poco mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18777","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",46,"Baja","No","7","9","10 Totalmente democrático","5","Está estancado","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18778","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",51,"Baja","No","7","7","7","10 Derecha","Está en retroceso","Un poco peor","Bastante","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18779","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",51,"Media alta","Sí","8","4","4","2","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18781","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",40,"Media","Sí","NS/NR","NS/NR","NS/NR","6","Está progresando","Mucho mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18782","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",47,"Baja","Sí","9","6","5","9","Está estancado","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18783","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",64,"Alta","Sí","10 Totalmente democrático","NS/NR","9","4","Está progresando","Un poco mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18784","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",20,"Baja","No","8","8","NS/NR","9","Está progresando","Un poco mejor","Mucho","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18785","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",73,"Media","No","8","7","9","5","Está progresando","Un poco mejor","Poco","Muy buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18786","La política no es tan complicada y se entiende","Soltero","Femenino",19,"Media","No","5","4","NS/NR","4","Está estancado","Igual","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18787","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",36,"Media","Sí","7","NS/NR","NS/NR","3","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18788","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",23,"Media","Sí","8","10 Totalmente democrático","8","2","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18789","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",27,"Baja","No","7","9","5","8","Está progresando","Un poco mejor","Bastante","Regular","NS/NR","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18790","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",53,"Media","Sí","10 Totalmente democrático","7","8","00 Izquierda","NS/NR","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18791","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",65,"Media","Sí","8","6","5","4","Está progresando","Mucho mejor","Poco","Buena","Justa","NS/NR","Uruguay"
"18792","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",60,"Media baja","Sí","10 Totalmente democrático","9","8","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18793","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",42,"Media","Sí","6","7","6","00 Izquierda","Está progresando","Un poco peor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18794","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",66,"NS/NR","No","10 Totalmente democrático","01 No es democrático","8","00 Izquierda","Está progresando","Un poco mejor","Poco","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18795","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",64,"Media baja","No","5","6","6","5","Está progresando","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18796","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",71,"Media baja","No","9","9","8","4","Está progresando","Un poco mejor","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18797","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",81,"Media","No","NS/NR","NS/NR","NS/NR","NS/NR","NS/NR","Igual","Poco","Buena","Justa","NS/NR","Uruguay"
"18798","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",46,"Media baja","Sí","9","7","7","6","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18799","La política no es tan complicada y se entiende","Soltero","Femenino",47,"Media baja","No","10 Totalmente democrático","NS/NR","NS/NR","8","Está progresando","Mucho mejor","Poco","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18800","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",68,"Media","No","8","7","6","5","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18801","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",34,"Media baja","No","8","NS/NR","NS/NR","7","Está estancado","Un poco peor","NS/NR","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18802","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",53,"Baja","Sí","9","9","4","7","Está en retroceso","Un poco peor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18803","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",39,"Media","No","8","NS/NR","NS/NR","8","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18804","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",26,"Media baja","No","5","5","7","5","Está progresando","Un poco mejor","Bastante","Regular","Injusta","NS/NR","Uruguay"
"18805","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",20,"Baja","No","NS/NR","NS/NR","NS/NR","5","Está estancado","Igual","NS/NR","Regular","Justa","NS/NR","Uruguay"
"18806","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",52,"Media baja","Sí","6","8","9","4","Está estancado","Igual","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18807","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",50,"Media","No","9","NS/NR","NS/NR","2","NS/NR","Un poco mejor","Bastante","Buena","NS/NR","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18808","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",59,"Media","Sí","6","6","6","5","Está estancado","Un poco mejor","NS/NR","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18809","La política no es tan complicada y se entiende","Soltero","Masculino",46,"Media","No","9","8","8","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18810","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",66,"Media baja","No","7","8","8","NS/NR","NS/NR","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18811","La política no es tan complicada y se entiende","Soltero","Masculino",36,"Media baja","No","6","7","9","7","Está en retroceso","Un poco peor","Nada","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18812","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",45,"Media","Sí","6","6","6","5","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18813","La política no es tan complicada y se entiende","Soltero","Masculino",51,"Media","NS/NR","7","6","7","2","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18814","La política no es tan complicada y se entiende","Soltero","Femenino",36,"Media","Sí","9","9","9","2","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18815","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",62,"Media","Sí","8","8","8","2","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18816","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",28,"Baja","No","5","5","5","5","Está en retroceso","Un poco peor","NS/NR","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18817","La política no es tan complicada y se entiende","Soltero","Femenino",22,"Media","No","7","7","7","2","Está progresando","Mucho mejor","Bastante","Muy buena","Muy justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18818","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",28,"Media baja","No","7","7","7","7","Está en retroceso","Igual","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18819","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",77,"Media","No","5","5","5","5","Está en retroceso","Igual","NS/NR","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18820","La política no es tan complicada y se entiende","Soltero","Masculino",24,"Media baja","Sí","8","7","8","4","Está progresando","Un poco peor","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18821","La política es tan complicada que no se entiende","Soltero","Femenino",36,"Media","Sí","7","7","7","3","Está progresando","Un poco mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18822","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",26,"Media","Sí","7","6","7","4","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18823","La política no es tan complicada y se entiende","Soltero","Femenino",48,"Media baja","Sí","7","5","7","2","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18824","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",75,"Media baja","No","7","7","7","8","Está estancado","Un poco mejor","NS/NR","Buena","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18825","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",48,"Media","Sí","5","5","4","5","Está progresando","Un poco mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18826","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",43,"Media","Sí","7","4","3","5","Está progresando","Un poco mejor","NS/NR","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18827","La política es tan complicada que no se entiende","Soltero","Masculino",23,"Media","Sí","6","6","6","4","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18828","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",38,"Media alta","Sí","8","7","7","5","Está estancado","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18829","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",48,"Media alta","Sí","8","6","6","5","Está progresando","Mucho mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18830","La política es tan complicada que no se entiende","Soltero","Femenino",27,"Media baja","Sí","5","5","5","4","Está progresando","Igual","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18831","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",68,"Media","No","8","6","NS/NR","8","Está estancado","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18832","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",56,"Media","No","9","8","8","2","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18833","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",71,"Media baja","No","6","6","6","2","Está progresando","Un poco mejor","NS/NR","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18834","La política es tan complicada que no se entiende","Soltero","Masculino",31,"Media baja","No","7","7","7","3","Está progresando","Igual","Nada","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18835","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",35,"Media baja","No","8","7","8","4","Está progresando","Igual","NS/NR","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18836","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",84,"Media baja","No","7","4","6","8","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18837","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",74,"Media","No","7","6","6","7","Está estancado","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18838","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",73,"Media","No","5","2","2","1","Está progresando","Un poco mejor","NS/NR","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18839","La política no es tan complicada y se entiende","Soltero","Femenino",80,"Media","No","7","6","7","5","Está progresando","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18840","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",51,"Media","Sí","8","NS/NR","NS/NR","5","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18841","La política no es tan complicada y se entiende","Soltero","Masculino",37,"Baja","No","6","8","10 Totalmente democrático","4","Está progresando","Un poco mejor","Poco","Regular","Injusta","NS/NR","Uruguay"
"18842","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",54,"Media","Sí","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","8","Está en retroceso","Un poco peor","Mucho","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18843","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",44,"Media baja","Sí","10 Totalmente democrático","10 Totalmente democrático","3","4","Está progresando","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18844","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",38,"Media","Sí","10 Totalmente democrático","01 No es democrático","10 Totalmente democrático","10 Derecha","Está estancado","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
